Unnamed: 0,text,rating,category,product_name,product_id,sold,shop_id,product_url,sentiment,processed_text
40,Produk sesuai gambar dan deskripsi. Produknya bagus dan harganya jg bagus. Recommended produk,5,pertukangan,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,40,2951077,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,positive,produk sesuai gambar deskripsi produk bagus harga jg bagus recommended produk
41,seller is good. produknya mantap. 5 stars ya,5,pertukangan,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,40,2951077,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,positive,seller is good produk mantap 5 stars ya
42,"Produk bagus, sesuai deskripsi, packing rapi, pengiriman cepat, hanya kurirnya yg agak telat.. thanks..",5,pertukangan,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,40,2951077,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,positive,produk bagus sesuai deskripsi packing rapi kirim cepat kurir yg telat thanks
43,"Mahmurah mantap... Barang sdh sampe,, thanks sukses selalu",5,pertukangan,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,40,2951077,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,positive,mahmurah mantap barang sdh sampe thanks sukses
44,Produk diterima utuh tersegel.. semoga awet,5,pertukangan,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,40,2951077,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,positive,produk terima utuh segel moga awet
45,"Sesuai order, pengiriman cepat, respon cepat",4,pertukangan,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,40,2951077,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,positive,sesuai order kirim cepat respon cepat
46,Respon dan proses dr penjual cepat. Barang sdh diterima stlh 2 hari. Kualitas barang bagus. Recommended seller. Thanks,5,pertukangan,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,40,2951077,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,positive,respon proses dr jual cepat barang sdh terima stlh 2 kualitas barang bagus recommended seller thanks
47,Mantap. Sesuai deskripsi. Trimakasih semoga barokah jualannya.,5,pertukangan,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,40,2951077,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,positive,mantap sesuai deskripsi trimakasih moga barokah jual
48,"Makasih gan, barang sesuai",5,pertukangan,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,40,2951077,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,positive,makasih gan barang sesuai
49,Pengiriman cepat. Fast respon. Barang sesuai. Trims,5,pertukangan,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,40,2951077,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,positive,kirim cepat fast respon barang sesuai trims
50,"Produknya bagus, berkualitas, dan berfungsi dg baik",5,pertukangan,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,40,2951077,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,positive,produk bagus kualitas fungsi dg
51,brg diterima dg baik&amp; lengkap,5,pertukangan,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,40,2951077,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,positive,brg terima dg baikamp lengkap
52,Great Product &amp; Great Seller,5,pertukangan,Staple Gun 3 in 1 Mollar Staples Tembak Stapler Tacker Hekter Heckter,349810072,40,2951077,https://www.tokopedia.com/mahrumah/staple-gun-3-in-1-mollar-staples-tembak-stapler-tacker-hekter-heckter,positive,great product amp great seller
53,"Steplesnya sedikit lebih kecil dari staples khusu mollar, saat ditembakan keluar 2 dan jadi menumpuk yang keluar. Rekomennya sih mending cari isi yang khusus mollar jk staplesnya merk mollar",4,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,steplesnya staples khusu mollar tembak 2 tumpuk rekomennya sih mending cari isi khusus mollar jk staples merk mollar
54,Sesuai dengan pesanan..............,4,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,sesuai pesan
55,Produk berfungsi dgn baik,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,produk fungsi dgn
56,"produk sesuai dengan deskripsi, tapi belum dicoba",5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,produk sesuai deskripsi coba
57,Barang sesuai diskripsi dan layanan cepat,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,barang sesuai skripsi layan cepat
58,"Sudah diterima, terima kasih",5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,terima terima kasih
59,Pesanan gx sesuai dgn yg d gambar,2,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,negative,pesan gx sesuai dgn yg d gambar
60,Sudah diterima dengan baik dan bisa di pakai.,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,terima pakai
61,Packing rapi dan respon cepat... recommended..!,4,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,packing rapi respon cepat recommended
62,Barang sudah diterima dg baik. Thx,4,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,barang terima dg thx
63,"Barang bagus, kualitas sesuai harga",3,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,neutral,barang bagus kualitas sesuai harga
64,Terima kasih..........,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,terima kasih
65,"Pengiriman sangat cepat, Barang sesuai iklan, berfungsi baik, 👍👍👍",5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,kirim cepat barang sesuai iklan fungsi 
66,kwalitas bagus. sesuai dengan yang ditawarkan. respons cepat,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,kwalitas bagus sesuai tawar respons cepat
67,Sesuai yg diharapkan. Terimakasih.,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,sesuai yg harap terimakasih
68,"Barangnya bagus, pelayanan toko ini semuanya sangat memuaskan...recomend.",5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,barang bagus layan toko memuaskanrecomend
69,suuuuuuuuuuuuuuuuuuuuuudaaaaaaaah Diiiiteeeerimaaaaa,4,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,suuuuuuuuuuuuuuuuuuuuuudaaaaaaaah diiiiteeeerimaaaaa
70,Pengiriman dan respon super cepat. Tpi barang tidak sesuai gambar dan tidak kuat untuk menembus jok motor.,2,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,negative,kirim respon super cepat tpi barang sesuai gambar kuat tembus jok motor
71,"Produk sesuai deskripsi, packing rapi.. rekomended..!",5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,produk sesuai deskripsi packing rapi rekomended
72,Ok lah.. sesuai denggan harga.,3,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,neutral,ok sesuai denggan harga
73,bukan merk kenmaster ternyata,4,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,merk kenmaster
74,Terimakasih barang sudah sampai,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,terimakasih barang
75,"Bagus..
Pengiriman cukup cepat",5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,bagus kirim cepat
76,Siiiiiiiippppppppp...,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,siiiiiiiippppppppp
77,Barang udh sampe...mksh....,4,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,barang udh sampemksh
78,Terimakasih barangnya udah sampai.,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,terimakasih barang udah
79,Fast respon dan terbaiks,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,fast respon terbaiks
80,makasih barang sudah sampai,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,makasih barang
81,Bagus.......top pengiriman cepat,4,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,bagustop kirim cepat
82,thanksss........................,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,thanksss
83,Merk beda tapi gpp yg penting ukrn sama,4,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,merk beda gpp yg ukrn
84,Lihat bintangnya aja dahhhhh,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,lihat bintang aja dahhhhh
85,"bagus ,....................    ........",5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,bagus
86,"Barang sudah diterima. Ukuran sesuai deskripsi. Hanya mereknya beda dengan yang dikirim, tetapi tidak masalah yang penting berfungsi dengan baik.",5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,barang terima ukur sesuai deskripsi merek beda kirim fungsi
87,Barang sudah sampai....tks..,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,barang sampaitks
88,"Bagus,,,,,, terimakasih .......",5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,bagus terimakasih
89,"barang sudah samapai gan, dan bagus",5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,barang samapai gan bagus
90,"mantafff, sangat-sangat sesuai,,,",5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,mantafff sangatsangat sesuai
91,Barang sudah diterima dengan baik...,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,barang terima
92,"Pengiriman cepat, Kemasan bagus",5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,kirim cepat kemas bagus
93,SESUAI PERMINTAAN.. FAST RESPON,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,sesuai minta fast respon
94,Matab...good...sesuai permintaan...,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,matabgoodsesuai minta
95,barang yg dikirim tidak sesuai pesanan,1,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,negative,barang yg kirim sesuai pesan
96,barang lumayan kuat.... good,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,barang lumayan kuat good
97,sudah sampai murah meriah,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,murah riah
98,"sudah di terima bos
packing bagus, aman",5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,terima bos packing bagus aman
99,"makasih, barang sesuai gambar",5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,makasih barang sesuai gambar
100,langsung dipakai. mantap. thanks. maaf baru kasi testi,5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,langsung pakai mantap thanks maaf kasi testi
101,"Harganya murah tp isinya lumayan banyak n kuat. Pesan kmrn hr ini nyampe. thanks Toko besi timur jaya, Tokopedia n wahana",5,pertukangan,Isi Staples Tembak 8 mm best guard,133507638,545,1461393,https://www.tokopedia.com/timurjaya46/isi-staples-tembak-8-mm-best-guard,positive,harga murah tp isi lumayan n kuat pesan kmrn hr nyampe thanks toko besi timur jaya tokopedia n wahana
